id,acl_sentence,claim,annotation,user,cross_annotations,cross_users
1918,5746,McAvoy received second BAFTA nominations for his role in Atonement.,,,,
1919,5746,James McAvoy received a Golden Globe nomination for his role in The Last King of Scotland.,,,,
1920,5746,James McAvoy starred in Kevin Macdonald's drama The Last King of Scotland.,,,,
1921,5746,Atonement (2007) earned James McAvoy a Golden Globe nomination.,,,,
1922,2263,Jon Huntsman Jr. was a staff assistant for Ronald Reagan.,,,,
1923,2263,Jon Huntsman began his career in the White House.,,,,
1924,2263,Jon Huntsman Jr. was the United States's Ambassador to Singapore.,,,,
1925,2263,Jon Huntsman Jr. led China into the World Trade Organization.,,,,
1926,2263,Jon Huntsman served in every presidential administration since Ronald Reagan.,,,,
1927,2263,Jon Huntsman Jr. held the U.S. Trade position under George W. Bush.,,,,
1928,2263,Jon Huntsman Jr. held the role of George H.W. Bush.,,,,
1929,2263,The Deputy U.S. Trade Representative was under George W. Bush.,,,,
1930,2263,Jon Huntsman Jr. guided China into the World Trade Organization.,,,,
1931,2263,The name of Jon Huntsman Jr is Huntsman.,,,,
1932,2263,Huntsman launched global trade negotiations in Doha.,,,,
1933,2263,Jon Huntsman Jr. was the Deputy Assistant Secretary of Commerce.,,,,
1934,2263,Jon Huntsman Jr. launched global trade negotiations in 2001.,,,,
1935,2263,Jon Huntsman Jr. was a United States Ambassador in Singapore.,,,,
1936,2136,Lisa Lopes had one UK number one singles.,3311,356,3311,356
1937,2136,Lopes designed the outfits and stage for TLC.,2311,356,2311,356
1938,2136,Lisa Lopes scored two top ten singles in the US.,3311,356,3311,356
1939,2136,"The first single from Lisa Lopes was ""Not Tonight"".",1311,356,1311,356
1940,2136,Lisa Lopes worked with TLC.,3311,356,3311,356
1941,2136,"Lopes scored ten US singles with ""Not Tonight"" and ""U Know What's Up"".",1311,356,1311,356
1942,2136,"The name of the UK number one single was ""Never Be the Same Again"".",3311,356,3311,356
1943,2136,"Lisa Lopes won a Grammy for her single ""Never Be the Same Again"" in the UK.",1311,356,1311,356
1944,2136,Lisa Lopes created two rks for TLC.,1111,356,1111,356
1945,2136,Lisa Lopes designed the outfits and stage for TLC.,3311,356,3311,356
1946,2136,Lisa Lopes won four Grammy Awards with TLC.,3211,356,3211,356
1947,2136,"Along with ""Not Tonight, U Know What's Up was a top-ten single for Lopes.",3311,356,3311,356
1948,6436,Anne Bancroft won two Golden Globes.,,,,
1949,6436,Anne Bancroft reprises her role in Broadway.,,,,
1950,6436,Anne Bancroft won the Golden Globes.,,,,
1951,6436,"Anne Bancroft was recognized for her work in film, theatre and television.",,,,
1952,6436,Anne Bancroft had a string of supporting roles during the 1950s.,,,,
1953,6436,Anne Bancroft won an Academy Award for Best Actress for her role in The Miracle Worker.,,,,
1954,6436,Helen Keller was the teacher in The Miracle Worker.,,,,
1955,6436,Anne Bancroft won one Academy Award.,,,,
1956,6436,Anne Bancroft won the Tony Awards.,,,,
1957,6436,The name of Anne Bancroft's role as Helen Keller was The Miracle Worker.,,,,
1958,6436,Anne Bancroft won the BAFTA Awards.,,,,
1959,6436,The Miracle Worker was released in 1962.,,,,
1960,6436,Anne Bancroft's film debut was Don't Bother to Knock (1952).,,,,
1961,6436,Anne Bancroft won Emmy Awards.,,,,
1962,6436,Anne Bancroft was a nurse.,,,,
1963,6436,Anne Bancroft won three BAFTA Awards.,,,,
1964,739,Ruth Negga began a starring role as Tulip O'Hare in AMC's Preacher in 2016.,,,,
1965,739,Ruth Negga was nominated for the Academy Award for Best Actress for her role as Mildred Loving in Loving.,,,,
1966,739,Ruth Negga starred in AMC's Preacher in 2016.,,,,
1967,739,Negga won the Independent Spirit Award for Best Female Lead.,,,,
1968,739,Ruth Negga starred as Tulip O'Hare on AMC's Preacher.,,,,
1969,739,The name of Ruth O'Hare's role in Preacher is Negga.,,,,
1970,739,Ruth Negga played Tulip O'Hare in Preacher.,,,,
1971,739,The name of Negga's role in Preacher was Mildred Loving in Loving.,,,,
1972,739,Ruth Negga was nominated for the Academy Award for her role as Mildred Loving in Loving.,,,,
1973,739,Ruth Negga won the BAFTA Rising Star Award for her role as Mildred Loving in Loving.,,,,
1974,739,Ruth Negga was nominated for a Golden Globe Award in a Motion Picture - Drama.,,,,
1975,739,Negga won the Golden Globe Award for Best Actress in a Motion Picture - Drama.,,,,
1976,739,Ruth Negga was nominated for Best Female Lead and Critics' Choice Movie Award for Best Actress.,,,,
1977,4629,Anchor is located in California.,,,,
1978,4629,Anaheim is located in Orange County.,,,,
1979,4629,The most populous city in Orange County is Anaheim.,,,,
1980,4629,The 2010 population of Anaheim was United States Census.,,,,
1981,4629,"The population of Anaheim in 2010 was 336,265.",,,,
1982,4629,Anchor is a part of Los Angeles metropolitan area.,,,,
1983,4629,The second largest city in Orange County in terms of land area is Irvine.,,,,
1984,4629,The name of the convention center in Anaheim is the Anaheim Convention Center.,,,,
1985,4629,Angels are the baseball team that is based in Anaheim.,,,,
1986,4629,Anchord has two major sports teams.,,,,
1987,4629,Anchorifica ranks 10th among the most populous cities in California.,,,,
1988,4629,The name of the ice hockey team in Anaheim is the Anaheim Ducks.,,,,
1989,4629,Anchord ranks second in terms of land area.,,,,
1990,4629,Anchor was the most populous city in Orange County in 2010.,,,,
1991,785,Barcelona won six competitions in a single year.,2311,354,"2311,3311","354,356"
1992,785,The first Spanish team to win the continental treble in 2009 was first.,3111,354,"3111,1111","354,356"
1993,785,The first Spanish team to win the continental treble was Barcelona.,3311,354,"3311,3311","354,356"
1994,785,Barcelona won the continental treble in 2009.,3311,354,"3311,3311","354,356"
1995,785,Barcelona won the La Liga continental treble in 2009.,1311,354,"1311,3111","354,356"
1996,785,Barcelona won the UEFA Champions League in 2009.,3311,354,"3311,3311","354,356"
1997,785,Barcelona became European champions again in 2011.,3201,354,"3201,3311","354,356"
1998,785,Pep Guardiola was the manager of Barcelona in 2011.,2311,354,"2311,3311","354,356"
1999,785,Barcelona won the Copa del Rey in 2009.,3311,354,"3311,3311","354,356"
2000,785,"In addition to winning the Spanish Super Cup, UEFA Super Cup and the UEFA Super cup, Barcelona won FIFA Club World Cup.",3211,354,"3211,3211","354,356"
2001,785,The first Spanish team to win the continental treble was FC Barcelona.,3311,354,"3311,3311","354,356"
2002,785,Barcelona won five trophies in 2011.,3301,354,"3301,3311","354,356"
2003,785,Barcelona's nationality was Spanish.,3211,354,"3211,1311","354,356"
2004,785,Barcelona became a European champion in 2011.,3311,354,"3311,3311","354,356"
2005,785,It took just 4 years for Barcelona to win 14 trophies.,3301,354,"3301,3311","354,356"
2006,785,Barcelona won the Spanish Super Cup in 2009.,3311,354,"3311,3311","354,356"
2007,785,"Along with the Spanish Super Cup and FIFA Club World Cup, Barcelona won the UEFA Super Cup in 2009.",3311,354,"3311,3311","354,356"
2008,785,Barcelona won 14 trophies in 4 years.,2311,354,"2311,3311","354,356"
2009,785,It took a single year for Barcelona to win six out of six competitions.,3311,354,"3311,3311","354,356"
2010,4147,Lee Unkrich edited two Toy Story films.,,,,
2011,4147,Lee Unkrich first edited Toy Story films.,,,,
2012,4147,The language of Toy Story 3 is American 3D.,,,,
2013,4147,Lee Unkrich directed Toy Story 3.,,,,
2014,4147,The third film in the Toy Story series is Toy Story 3.,,,,
2015,4147,The third movie in the Toy Story series was Toy Story.,,,,
2016,4147,The sequel to Toy Story 2 was Toy Story II.,,,,
2017,4147,Pixar Animation Studios produced Toy Story 3.,,,,
2018,4147,The sequel to Toy Story 2 was Toy Story (1999).,,,,
2019,4147,Michael Arndt wrote the script for Toy Story 2.,,,,
2020,4147,Andrew Stanton was the co-writer of the first two Toy Story films.,,,,
2021,4147,Walt Disney Pictures released Toy Story 3.,,,,
2022,4147,Unkrich directed Toy Story 3.,,,,
2023,4147,Toy Story 3 was released in 2010.,,,,
2024,4147,"Along with Andrew Stanton, John Lasseter wrote the story for Toy Story 3.",,,,
2026,4147,The third installment of the Toy Story series was third.,,,,
2027,3138,Aaron Taylor-Johnson began performing at age six.,,,,
2028,3138,Aaron Taylor-Johnson portrayed Vronsky in Joe Wright's adaptation of Anna Karenina.,,,,
2029,3138,Nowhere Boy was released in 2009.,,,,
2030,3138,Savages was released in 2012.,,,,
2031,3138,Count Vronsky was a part of Anna Karenina.,,,,
2032,3138,Aaron Taylor-Johnson played Brody in the movie Godzilla.,,,,
2033,3138,Aaron Taylor-Johnson played Lt. Brody in the movie Gareth Edwards'.,,,,
2034,3138,Aaron Taylor-Johnson played Ben in Savages (2012).,,,,
2035,3138,Aaron Taylor-Johnson played Charlie Chaplin in The Illusionist.,,,,
2036,3138,Aaron Taylor-Johnson played Charlie Chaplin in the film The Illusionist (2006).,,,,
2037,3138,Aaron Taylor-Johnson played John Lennon in the biopic Nowhere Boy.,,,,
2038,3138,Aaron Taylor-Johnson's first acting role was Aaron Taylor-Jone.,,,,
2039,3138,"Aaron Taylor-Johnson played Charlie Chaplin in the movie ""Angus, Thongs and Perfect Snogging"".",,,,
2040,3138,Gareth Edwards made the movie Godzilla (2014).,,,,
2041,3138,Aaron Taylor-Johnson played Ben in the Oliver Stone film.,,,,
2042,3138,Aaron Taylor-Johnson played Count Vronsky in the film Joe Wright's.,,,,
2043,3138,Aaron Taylor-Johnson portrayed Ben in Savages.,,,,
2044,3138,Perfect Snogging was released in 2008.,,,,
2045,3138,Count Vronsky is Russian.,,,,
2046,3138,Aaron Taylor-Johnson appeared in Shanghai Knights in 2003.,,,,
2047,3138,Shanghai Knights was released in 2003.,,,,
2048,3138,Aaron Taylor-Johnson starred in the John Lennon biopic Nowhere Boy.,,,,
2049,3809,The capital of the Czech Republic is Prague.,3311,356,"3311,3311","356,353"
2050,3809,Prague Prague is the 14th largest city in the European Union.,3211,356,"3211,3111","356,353"
2051,3809,Prague Prague is the capital of the Czech Republic.,3211,356,"3211,3111","356,353"
2052,3809,Prague Prague's ranking in the European Union is 14th.,3101,356,"3101,2111","356,353"
2053,3809,The capital of the Czech Republic is Prag.,3311,356,"3311,3311","356,353"
2054,3809,The capital of the Czech Republic is Praha.,3311,356,"3311,3311","356,353"
2055,4727,The name of the coup that took place in 1970 was Cambodian.,,,,
2056,4727,The Cambodian coup was in 1970.,,,,
2057,4727,The Cambodian was removed in the Cambodian coup of 1970.,,,,
2058,4727,The coup of 1970 was a turning point in the Civil War.,,,,
2059,4727,Lon Nol was the Prime Minister of Cambodia in 1970.,,,,
2060,4727,Norodom Sihanouk was the head of state of Cambodia in 1970.,,,,
2061,4727,Prince Norodom Sihanouk was removed in the National Assembly.,,,,
2062,4727,The coup of 1970 led to the Khmer Republic.,,,,
2063,4727,The Khmer Republic was proclamated later that year.,,,,
2064,4727,Prince Norodom Sihanouk was removed on 18 March 1970.,,,,
2065,4109,Room was released in 2015.,,,,
2066,4109,Brie Larson stars in Room.,,,,
2067,4109,Emma Donoghue wrote Room.,,,,
2068,4109,The age of Brie Larson's son is 5-year-old.,,,,
2069,4109,The name of Brie Larson's son is Jacob Tremblay.,,,,
2070,4109,Lenny Abrahamson directed Room.,,,,
2071,4109,Brie Larson has been held captive for seven years.,,,,
2072,3697,"The United Kingdom consists of England, Scotland, Wales and Northern Ireland.",,,,
2073,3697,The capital of the United Kingdom is Belfast.,,,,
2074,3697,The largest city in the United Kingdom is Birmingham.,,,,
2075,3697,"Along with Scotland, Wales and Northern Ireland, the largest country in the United Kingdom is England.",,,,
2076,3697,"Along with Glasgow, Liverpool and Manchester, a major urban area in the United Kingdom is Leeds.",,,,
2077,3697,Birmingham is located in the United Kingdom.,,,,
2078,3697,"Along with Northern Ireland, Wales is a part of the United Kingdom.",,,,
2079,3697,"Along with Manchester, Liverpool and Leeds, Glasgow is a major urban area in the United Kingdom.",,,,
2080,3697,The capital of the United Kingdom is Edinburgh.,,,,
2081,3697,Three countries have devolved administrations.,,,,
2082,3697,"Along with Manchester, Liverpool is a major urban area in the United Kingdom.",,,,
2083,3697,The capital of the United Kingdom is Cardiff.,,,,
2084,3697,Four countries make up the United Kingdom.,,,,
2085,3697,"Along with Birmingham, Leeds, Glasgow, Liverpool and Liverpool, Manchester is a major urban area in the United Kingdom.",,,,
2086,3697,"Along with England, Northern Ireland, Wales and Northern Ireland Scotland is a part of the United Kingdom.",,,,
2087,3697,"Birmingham, Leeds, Glasgow, Liverpool and Manchester are located in the United Kingdom.",,,,
2088,3697,"Along with England, Scotland, Wales, and Belfast, Northern Ireland is a part of the United Kingdom.",,,,
2089,5429,Spider-Man joined the Avengers in 2010.,,,,
2090,5429,The Avengers are a part of Marvel.,,,,
2091,5429,Miguel O'Hara is the Spider-Man of the future.,,,,
2092,5429,Spider-Man joined the Avengers in the 2010s.,,,,
2093,5429,Peter Parker is the protagonist of Ultimate Spider-Man.,,,,
2094,5429,Doctor Octopus is Spider-Man's.,,,,
2095,5429,Peter appears to die in the body swap plot.,,,,
2096,5429,The name of the book that features Miguel O'Hara is Spider-Man 2099.,,,,
2097,5429,Ultimate Spider-Man features the adventures of a teenaged Peter Parker in an alternate universe.,,,,
2098,5429,Doctor Octopus took on the role of Spider-Man during 2012 - 2014.,,,,
2099,5429,Miles Morales is the protagonist of Ultimate Spider-Man.,,,,
2100,5429,Ultimate Comics Spider-Man features Miles Morales.,,,,
2101,5429,Miguel O'Hara is nicknamed the Spider-Man.,,,,
2102,5429,Miles Morales takes on the role of Spider-Man after Peter Parker's supposed death.,,,,
2104,5429,Doctor Octopus was the nemesis of Spider-Man.,,,,
2106,3873,The official language of Benin is Benin.,,,,
2107,3873,The population of Benin was estimated to be 10.88 million in 2015.,,,,
2108,3873,The population of Benin in 2015 was approximately 10.88 million.,,,,
2109,3873,The official language of Benin is French.,,,,
2110,3873,"Benin is 114,763 square kilometers.",,,,
2111,3873,The official language of Benin is BeninBenin.,,,,
2112,2039,"Along with Charlize Theron, James McAvoy, Til Schweiger, Eddie Marsan, Sofia Boutella, and Sofia Bou, Toby Jones is also a part of the group.",,,,
2113,2039,Eddie Marsan stars in the movie Atomic Blonde.,,,,
2114,2039,David Leitch directed Atomic Blonde.,,,,
2115,2039,Atomic Blonde is American.,,,,
2116,2039,Charlize Theron stars in the movie Atomic Blonde.,,,,
2117,2039,Atomic Blonde was released in 2017.,,,,
2118,2039,Kurt Johnstad wrote Atomic Blonde.,,,,
2119,2039,Antony Johnston wrote The Coldest City.,,,,
2120,2039,Sam Hart's wrote The Coldest City.,,,,
2121,2039,Sofia Boutella is in the film Atomic Blonde.,,,,
2122,2039,John Goodman stars in the movie Atomic Blonde.,,,,
2123,2039,The Coldest City was published in 2012.,,,,
2124,2039,The name of the graphic novel that Antony Johnston and Sam Hart wrote is The Coldest City.,,,,
