id,sentence,claims,focus,coverage,redundance,model,user,cross_focus,cross_coverage,cross_users
162,2142,"The name of the 2007 film adaptation of the Neil Gaiman novel is Stardust.
Jason Flemyng is the lead actor in Stardust.
Stardust was released in 2007.
Ricky Gervais is the star of Stardust.
Neil Gaiman wrote the novel of the same name.
Along with Matthew Vaughn, Jane Goldman co-wrote Stardust.
Robert De Niro is the star of Stardust.
Sienna Miller is the lead actress in Stardust.
The voice of Stardust was narrated by Ian McKellen.
Matthew Vaughn directed Stardust.
Along with Claire Danes, Charlie Cox, Sienna Miller, Mark Strong, Robert De Niro and Michelle Pfeif, Peter O'Toole is also a part of the group.
Rupert Everett is the star of Stardust.
The name of the 2007 film adaptation of the Neil Gaiman novel is Stardust (2007).
Vaughn directed Stardust.
Mark Strong is the star of Stardust.
The novel Stardust was written in 1999.
The name of the 2007 film adaptation of the Neil Gaiman novel is Stardust.
Charlie Cox is the lead actor in Stardust.
Claire Danes is the star of Stardust.
Michelle Pfeiffer is the star of Stardust.",,,,qacg,,,,
163,1510,"The name of the artist who released Stone Cold Rhymin is Young MC.
The MC for Stone Cold Rhymin was Young.
The name of Young's debut album was Stone Cold Rhymin'.",,,,qacg,,,,
164,5684,"One of the 17 megadiverse countries is Brazil.
Brazil has one megadiverse country.
Pedro Álvares Cabral claimed the area for the Portuguese Empire.
Pedro lvares Cabral claimed the area for the Portuguese empire.
Brazil became a Portuguese colony in 1808.
The capital of the Portuguese empire was transferred to Rio de Janeiro in 1808.
Pedro lvares Cabral landed in Brazil in 1500.
Brazil is 17 megadiverse countries.
The capital of the Portuguese empire was transferred to Lisbon.
Pedro lvares Cabral claimed the area for the Portuguese Empire.",,,,qacg,,,,
165,5510,"The name of Jordan Peele's horror film is Get Out.
Get Out was released in the U.S on February 24.
The name of the character in Get Out is Caleb Landry Jones.
Daniel Kaluuya stars in Get Out.
Along with Daniel Kaluuya, Allison Williams, Lil Rel Howery, Bradley Whitford, Caleb Landry Jones and Stephen, Catherine Keener is also a part of the group.
Get Out is American.
Get Out was released in 2017.
Get Out was theatrically released in the United States.
Bradley Whitford starred in Get Out.
Along with Daniel Kaluuya, Allison Williams, Bradley Whitford, Caleb Landry Jones, Stephen Root and Catherine Keener, Lil Rel Howery is Lil Rel.
Jordan Peele wrote, co-produced and directed Get Out.
Get Out premiered at the Sundance Film Festival.
Get Out premiered at the Sundance Film Festival on January 24, 2017.
The name of the character in Get Out is Stephen Root.
Along with Daniel Kaluuya, Lil Rel Howery, Bradley Whitford, Caleb Landry Jones, Stephen Root and Catherine, Allison Williams is also a part of the group.
Universal Pictures released Get Out in the US.",,,,qacg,,,,
166,4911,"Christopher Lloyd received the Daytime Emmy Award for his role as The Hacker.
Christopher Lloyd was a guest on Road to Avonlea.
Christopher Lloyd guest on Road to Avonlea in 1992.
Road to Avonlea earned Christopher Lloyd a third Emmy.
Christopher Lloyd voiced The Hacker on the PBS Kids.
The name of the PBS Kids series where Christopher Lloyd portrayed The Hacker was Cyberchase (2002 - 2015).
Christopher Lloyd received two Emmy nominations for his role as The Hacker.
Christopher Lloyd received a third Emmy award for his guest appearance on Road to Avonlea.",,,,qacg,,,,
167,1633,"The most successful film in box-office history is Gone with the Wind.
Gone with the Wind held the box-office record for over a quarter of a century.",,,,qacg,,,,
168,5746,"James McAvoy won the Golden Globe Award for Atonement.
McAvoy's second award is BAFTA.
Kevin Macdonald's The Last King of Scotland was released in 2006.
James McAvoy portrayed Angelina Jolie in Wanted.
The name of Kevin Macdonald's 2006 drama was The Last King of Scotland.
James McAvoy starred in Wanted (2008) with Angelina Jolie.
McAvoy received second BAFTA nominations for his role in Atonement.
James McAvoy received a Golden Globe nomination for his role in The Last King of Scotland.
James McAvoy starred in Kevin Macdonald's drama The Last King of Scotland.
Atonement (2007) earned James McAvoy a Golden Globe nomination.",,,,qacg,,,,
169,2263,"Jon Huntsman Jr. was a staff assistant for Ronald Reagan.
Jon Huntsman began his career in the White House.
Jon Huntsman Jr. was the United States's Ambassador to Singapore.
Jon Huntsman Jr. led China into the World Trade Organization.
Jon Huntsman served in every presidential administration since Ronald Reagan.
Jon Huntsman Jr. held the U.S. Trade position under George W. Bush.
Jon Huntsman Jr. held the role of George H.W. Bush.
The Deputy U.S. Trade Representative was under George W. Bush.
Jon Huntsman Jr. guided China into the World Trade Organization.
The name of Jon Huntsman Jr is Huntsman.
Huntsman launched global trade negotiations in Doha.
Jon Huntsman Jr. was the Deputy Assistant Secretary of Commerce.
Jon Huntsman Jr. launched global trade negotiations in 2001.
Jon Huntsman Jr. was a United States Ambassador in Singapore.",,,,qacg,,,,
170,2136,"Lisa Lopes had one UK number one singles.
Lopes designed the outfits and stage for TLC.
Lisa Lopes scored two top ten singles in the US.
The first single from Lisa Lopes was ""Not Tonight"".
Lisa Lopes worked with TLC.
Lopes scored ten US singles with ""Not Tonight"" and ""U Know What's Up"".
The name of the UK number one single was ""Never Be the Same Again"".
Lisa Lopes won a Grammy for her single ""Never Be the Same Again"" in the UK.
Lisa Lopes created two rks for TLC.
Lisa Lopes designed the outfits and stage for TLC.
Lisa Lopes won four Grammy Awards with TLC.
Along with ""Not Tonight, U Know What's Up was a top-ten single for Lopes.",000000000000,0001,000000000000,qacg,356,000000000000,0001,356
171,6436,"Anne Bancroft won two Golden Globes.
Anne Bancroft reprises her role in Broadway.
Anne Bancroft won the Golden Globes.
Anne Bancroft was recognized for her work in film, theatre and television.
Anne Bancroft had a string of supporting roles during the 1950s.
Anne Bancroft won an Academy Award for Best Actress for her role in The Miracle Worker.
Helen Keller was the teacher in The Miracle Worker.
Anne Bancroft won one Academy Award.
Anne Bancroft won the Tony Awards.
The name of Anne Bancroft's role as Helen Keller was The Miracle Worker.
Anne Bancroft won the BAFTA Awards.
The Miracle Worker was released in 1962.
Anne Bancroft's film debut was Don't Bother to Knock (1952).
Anne Bancroft won Emmy Awards.
Anne Bancroft was a nurse.
Anne Bancroft won three BAFTA Awards.",,,,qacg,,,,
172,739,"Ruth Negga began a starring role as Tulip O'Hare in AMC's Preacher in 2016.
Ruth Negga was nominated for the Academy Award for Best Actress for her role as Mildred Loving in Loving.
Ruth Negga starred in AMC's Preacher in 2016.
Negga won the Independent Spirit Award for Best Female Lead.
Ruth Negga starred as Tulip O'Hare on AMC's Preacher.
The name of Ruth O'Hare's role in Preacher is Negga.
Ruth Negga played Tulip O'Hare in Preacher.
The name of Negga's role in Preacher was Mildred Loving in Loving.
Ruth Negga was nominated for the Academy Award for her role as Mildred Loving in Loving.
Ruth Negga won the BAFTA Rising Star Award for her role as Mildred Loving in Loving.
Ruth Negga was nominated for a Golden Globe Award in a Motion Picture - Drama.
Negga won the Golden Globe Award for Best Actress in a Motion Picture - Drama.
Ruth Negga was nominated for Best Female Lead and Critics' Choice Movie Award for Best Actress.",,,,qacg,,,,
173,4629,"Anchor is located in California.
Anaheim is located in Orange County.
The most populous city in Orange County is Anaheim.
The 2010 population of Anaheim was United States Census.
The population of Anaheim in 2010 was 336,265.
Anchor is a part of Los Angeles metropolitan area.
The second largest city in Orange County in terms of land area is Irvine.
The name of the convention center in Anaheim is the Anaheim Convention Center.
Angels are the baseball team that is based in Anaheim.
Anchord has two major sports teams.
Anchorifica ranks 10th among the most populous cities in California.
The name of the ice hockey team in Anaheim is the Anaheim Ducks.
Anchord ranks second in terms of land area.
Anchor was the most populous city in Orange County in 2010.",,,,qacg,,,,
174,785,"Barcelona won six competitions in a single year.
The first Spanish team to win the continental treble in 2009 was first.
The first Spanish team to win the continental treble was Barcelona.
Barcelona won the continental treble in 2009.
Barcelona won the La Liga continental treble in 2009.
Barcelona won the UEFA Champions League in 2009.
Barcelona became European champions again in 2011.
Pep Guardiola was the manager of Barcelona in 2011.
Barcelona won the Copa del Rey in 2009.
In addition to winning the Spanish Super Cup, UEFA Super Cup and the UEFA Super cup, Barcelona won FIFA Club World Cup.
The first Spanish team to win the continental treble was FC Barcelona.
Barcelona won five trophies in 2011.
Barcelona's nationality was Spanish.
Barcelona became a European champion in 2011.
It took just 4 years for Barcelona to win 14 trophies.
Barcelona won the Spanish Super Cup in 2009.
Along with the Spanish Super Cup and FIFA Club World Cup, Barcelona won the UEFA Super Cup in 2009.
Barcelona won 14 trophies in 4 years.
It took a single year for Barcelona to win six out of six competitions.",0000000000000100000,11,0000000000000000000,qacg,354,"0000000000000100000,0000001000000100000","11,01","354,356"
175,4147,"Lee Unkrich edited two Toy Story films.
Lee Unkrich first edited Toy Story films.
The language of Toy Story 3 is American 3D.
Lee Unkrich directed Toy Story 3.
The third film in the Toy Story series is Toy Story 3.
The third movie in the Toy Story series was Toy Story.
The sequel to Toy Story 2 was Toy Story II.
Pixar Animation Studios produced Toy Story 3.
The sequel to Toy Story 2 was Toy Story (1999).
Michael Arndt wrote the script for Toy Story 2.
Andrew Stanton was the co-writer of the first two Toy Story films.
Walt Disney Pictures released Toy Story 3.
Unkrich directed Toy Story 3.
Toy Story 3 was released in 2010.
Along with Andrew Stanton, John Lasseter wrote the story for Toy Story 3.
The third film in the Toy Story series is Toy Story 3.
The third installment of the Toy Story series was third.",,,,qacg,,,,
176,3138,"Aaron Taylor-Johnson began performing at age six.
Aaron Taylor-Johnson portrayed Vronsky in Joe Wright's adaptation of Anna Karenina.
Nowhere Boy was released in 2009.
Savages was released in 2012.
Count Vronsky was a part of Anna Karenina.
Aaron Taylor-Johnson played Brody in the movie Godzilla.
Aaron Taylor-Johnson played Lt. Brody in the movie Gareth Edwards'.
Aaron Taylor-Johnson played Ben in Savages (2012).
Aaron Taylor-Johnson played Charlie Chaplin in The Illusionist.
Aaron Taylor-Johnson played Charlie Chaplin in the film The Illusionist (2006).
Aaron Taylor-Johnson played John Lennon in the biopic Nowhere Boy.
Aaron Taylor-Johnson's first acting role was Aaron Taylor-Jone.
Aaron Taylor-Johnson played Charlie Chaplin in the movie ""Angus, Thongs and Perfect Snogging"".
Gareth Edwards made the movie Godzilla (2014).
Aaron Taylor-Johnson played Ben in the Oliver Stone film.
Aaron Taylor-Johnson played Count Vronsky in the film Joe Wright's.
Aaron Taylor-Johnson portrayed Ben in Savages.
Perfect Snogging was released in 2008.
Count Vronsky is Russian.
Aaron Taylor-Johnson appeared in Shanghai Knights in 2003.
Shanghai Knights was released in 2003.
Aaron Taylor-Johnson starred in the John Lennon biopic Nowhere Boy.",,,,qacg,,,,
177,3809,"The capital of the Czech Republic is Prague.
Prague Prague is the 14th largest city in the European Union.
Prague Prague is the capital of the Czech Republic.
Prague Prague's ranking in the European Union is 14th.
The capital of the Czech Republic is Prag.
The capital of the Czech Republic is Praha.",100011,01010,000000,qacg,356,"100011,101000","01010,00010","356,353"
178,4727,"The name of the coup that took place in 1970 was Cambodian.
The Cambodian coup was in 1970.
The Cambodian was removed in the Cambodian coup of 1970.
The coup of 1970 was a turning point in the Civil War.
Lon Nol was the Prime Minister of Cambodia in 1970.
Norodom Sihanouk was the head of state of Cambodia in 1970.
Prince Norodom Sihanouk was removed in the National Assembly.
The coup of 1970 led to the Khmer Republic.
The Khmer Republic was proclamated later that year.
Prince Norodom Sihanouk was removed on 18 March 1970.",,,,qacg,,,,
179,4109,"Room was released in 2015.
Brie Larson stars in Room.
Emma Donoghue wrote Room.
The age of Brie Larson's son is 5-year-old.
The name of Brie Larson's son is Jacob Tremblay.
Lenny Abrahamson directed Room.
Brie Larson has been held captive for seven years.",,,,qacg,,,,
180,3697,"The United Kingdom consists of England, Scotland, Wales and Northern Ireland.
The capital of the United Kingdom is Belfast.
The largest city in the United Kingdom is Birmingham.
Along with Scotland, Wales and Northern Ireland, the largest country in the United Kingdom is England.
Along with Glasgow, Liverpool and Manchester, a major urban area in the United Kingdom is Leeds.
Birmingham is located in the United Kingdom.
Along with Northern Ireland, Wales is a part of the United Kingdom.
Along with Manchester, Liverpool and Leeds, Glasgow is a major urban area in the United Kingdom.
The capital of the United Kingdom is Edinburgh.
Three countries have devolved administrations.
Along with Manchester, Liverpool is a major urban area in the United Kingdom.
The capital of the United Kingdom is Cardiff.
Four countries make up the United Kingdom.
Along with Birmingham, Leeds, Glasgow, Liverpool and Liverpool, Manchester is a major urban area in the United Kingdom.
Along with England, Northern Ireland, Wales and Northern Ireland Scotland is a part of the United Kingdom.
Birmingham, Leeds, Glasgow, Liverpool and Manchester are located in the United Kingdom.
Along with England, Scotland, Wales, and Belfast, Northern Ireland is a part of the United Kingdom.",,,,qacg,,,,
